indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio
574	Khosla Ka Ghosla	387	587	2006-09-22	2006	2005	Below Average	3	3.75	1.65	4.593	10.388	4.57	12.723	0.0	2.0
575	Mithya	189	589	2008-02-08	2008	2005	Below Average	3	4.0	2.985	5.188	9.84	7.343	12.762	1.0	2.0
576	Johrabai	2189	590	2000-01-28	2000	2000	Below Average	3	0.45	0.36	0.74	1.588	1.271	2.612	1.0	2.0
577	Motu Patlu King Of Kings	3409	591	2016-10-14	2016	2015	Below Average	3	4.25	2.865	4.447	5.228	3.524	5.47	0.0	2.0
578	Dracula	2415	592	1999-06-11	1999	1995	Below Average	3	0.3	0.235	0.415	1.065	0.834	1.473	1.0	2.0
579	Chaar Sahibzaade	2377	594	2014-11-07	2014	2010	Below Average	3	10.0	0.905	1.87	13.8	1.249	2.581	0.0	1.0
580	Thugs Of Hindostan	5534	597	2018-11-08	2018	2015	Flop	2	310.0	127.29	138.345	356.5	146.384	159.097	0.0	1.0
581	Dabangg 3	5742	598	2019-12-20	2019	2015	Flop	2	178.0	112.22	134.79	195.8	123.442	148.269	0.0	1.0
582	Mela	724	599	2000-01-07	2000	2000	Flop	2	18.0	6.82	15.185	63.54	24.075	53.603	0.0	1.0
583	Insaniyat	3165	600	1994-03-11	1994	1995	Flop	2	4.25	3.18	5.757999999999999	24.522	18.349	33.224	1.0	2.0
584	Lajja	667	601	2001-08-31	2001	2000	Flop	2	22.0	7.16	15.87	75.02	24.416	54.117	0.0	1.0
585	Zor	2595	602	1998-02-13	1998	1995	Flop	2	10.0	4.85	10.56	40.9	19.836	43.19	0.0	2.0
586	Trimurti	2900	603	1995-12-22	1995	1995	Flop	2	11.0	5.04	8.575	57.97	26.561	45.19	0.0	1.0
587	Pukar	718	604	2000-02-04	2000	2000	Flop	2	17.0	4.69	13.3	60.01	16.556	46.949	0.0	1.0
588	Fan	3261	605	2016-04-15	2016	2015	Flop	2	120.0	71.42	84.03299999999999	147.6	87.847	103.361	0.0	1.0
589	Yaadein	668	606	2001-07-27	2001	2000	Flop	2	20.0	8.21	14.645	68.2	27.996	49.939	0.0	1.0
590	Mrityudaata	2688	607	1997-04-25	1997	1995	Flop	2	13.0	4.47	8.695	56.55	19.444	37.823	0.0	1.0
591	Salaakhen	2575	608	1998-04-24	1998	1995	Flop	2	9.0	4.39	9.34	36.81	17.955	38.201	0.0	2.0
592	Duplicate	2571	609	1998-05-08	1998	1995	Flop	2	9.5	4.625	10.17	38.855	18.916	41.595	0.0	2.0
593	Zero	5561	610	2018-12-21	2018	2015	Flop	2	270.0	81.86	88.745	310.5	94.139	102.057	0.0	1.0
594	Dil Se	2540	611	1998-08-21	1998	1995	Flop	2	11.0	4.745	10.765	44.99	19.407	44.029	0.0	1.0
595	Chal Mere Bhai	723	612	2000-05-05	2000	2000	Flop	2	14.0	5.63	11.65	49.42	19.874	41.124	0.0	1.0
596	Mangal Pandey - The Rising	391	613	2005-08-12	2005	2005	Flop	2	37.0	17.37	27.86	108.04	50.72	81.351	0.0	1.0
597	Gambler	2907	614	1995-12-08	1995	1995	Flop	2	5.5	3.463	7.165	28.985	18.25	37.76	1.0	2.0
598	Singh Is Bling	3059	615	2015-10-02	2015	2015	Flop	2	91.0	59.41	71.075	118.3	77.233	92.398	0.0	1.0
599	Entertainment	2288	616	2014-08-08	2014	2010	Flop	2	81.0	49.9	64.295	111.78	68.862	88.727	0.0	1.0
600	Brothers	2947	617	2015-08-14	2015	2015	Flop	2	112.0	64.34	70.655	145.6	83.642	91.852	0.0	1.0
601	Hello Brother	2373	618	1999-09-10	1999	1995	Flop	2	9.0	5.29	10.675	31.95	18.78	37.896	0.0	2.0
602	Once Upon A Time In Mumbaai Dobaara!	1418	619	2013-08-15	2013	2010	Flop	2	100.0	48.54	58.49	151.0	73.295	88.32	0.0	1.0
603	Lakshya	455	620	2004-06-18	2004	2000	Flop	2	30.0	11.67	23.555	90.9	35.36	71.372	0.0	1.0
604	Main Prem Ki Diwani Hoon	516	621	2003-06-27	2003	2000	Flop	2	24.0	6.77	17.795	75.6	21.325	56.054	0.0	1.0
605	Kites	90	622	2010-05-20	2010	2010	Flop	2	82.0	37.58	47.845	159.9	73.281	93.298	0.0	1.0
606	Action Jackson	2470	623	2014-12-05	2014	2010	Flop	2	93.0	46.95	57.44	128.34	64.791	79.267	0.0	1.0
607	Daud	2656	624	1997-08-22	1997	1995	Flop	2	7.75	4.26	8.195	33.712	18.531	35.648	0.0	2.0
608	Phir Bhi Dil Hai Hindustani	725	625	2000-01-21	2000	2000	Flop	2	13.0	5.08	10.745	45.89	17.932	37.93	0.0	1.0
609	Dillagi	2341	626	1999-11-19	1999	1995	Flop	2	14.0	4.78	10.505	49.7	16.969	37.293	0.0	1.0
610	1942 - A Love Story	3095	627	1994-07-15	1994	1995	Flop	2	4.75	2.32	6.992999999999999	27.408	13.386	40.35	1.0	2.0
611	Kohram	2387	628	1999-08-13	1999	1995	Flop	2	11.0	4.91	8.965	39.05	17.43	31.826	0.0	1.0
612	L.O.C Kargil	512	629	2003-12-26	2003	2000	Flop	2	33.0	10.62	17.64	103.95	33.453	55.566	0.0	1.0
613	Kalank	5631	630	2019-04-17	2019	2015	Flop	2	137.0	65.99	80.035	150.7	72.589	88.038	0.0	1.0
614	Tamasha	3152	631	2015-11-27	2015	2015	Flop	2	87.0	52.93	68.555	113.1	68.809	89.122	0.0	1.0
615	Jaanam Samjha Karo	2435	632	1999-04-02	1999	1995	Flop	2	9.0	4.52	9.19	31.95	16.046	32.624	0.0	2.0
616	Satyagraha	1429	633	2013-08-30	2013	2010	Flop	2	73.0	46.52	55.085	110.23	70.245	83.178	0.0	1.0
617	Hulchul	2953	634	1995-08-04	1995	1995	Flop	2	4.5	2.8	5.752999999999999	23.715	14.756	30.318	1.0	2.0
618	Rakshak	2734	635	1996-11-29	1996	1995	Flop	2	5.0	3.045	6.615	24.0	14.616	31.752	1.0	2.0
619	Sapoot	2738	636	1996-11-08	1996	1995	Flop	2	6.5	3.53	6.608	31.2	16.944	31.718	0.0	2.0
620	Thank You	36	637	2011-04-08	2011	2010	Flop	2	61.0	29.02	45.033	108.58	51.656	80.159	0.0	1.0
621	Besharam	1577	638	2013-10-02	2013	2010	Flop	2	83.0	49.11	56.825	125.33	74.156	85.806	0.0	1.0
622	Blue	143	639	2009-10-16	2009	2005	Flop	2	80.0	29.72	38.545	180.0	66.87	86.726	0.0	1.0
623	Boss	1621	640	2013-10-16	2013	2010	Flop	2	70.0	41.59	49.89	105.7	62.801	75.334	0.0	1.0
624	Baadshaho	3590	641	2017-09-01	2017	2015	Flop	2	90.0	54.23	65.775	108.0	65.076	78.93	0.0	1.0
625	Akele Hum Akele Tum	2916	642	1995-12-01	1995	1995	Flop	2	4.5	2.3480000000000003	7.068	23.715	12.374	37.248	1.0	2.0
626	Asoka	672	643	2001-10-26	2001	2000	Flop	2	12.5	5.265	11.54	42.625	17.954	39.351	0.0	1.0
627	Angrakshak	2911	644	1995-11-17	1995	1995	Flop	2	4.75	3.0980000000000003	5.645	25.032	16.326	29.749	0.0	2.0
628	Hum Kisise Kum Nahin	602	645	2002-05-31	2002	2000	Flop	2	19.0	7.38	12.05	61.75	23.985	39.162	0.0	1.0
629	Dil Kya Kare	2371	646	1999-09-24	1999	1995	Flop	2	9.0	3.64	8.945	31.95	12.922	31.755	0.0	1.0
630	Jaan-E-Mann	381	647	2006-10-20	2006	2005	Flop	2	35.0	13.6	25.125	96.95	37.672	69.596	0.0	1.0
631	Jaani Dushman - Ek Anokhi Kahani	604	648	2002-08-15	2002	2000	Flop	2	18.0	6.47	10.725	58.5	21.028	34.856	0.0	1.0
632	Albela	670	649	2001-04-20	2001	2000	Flop	2	10.0	4.345	10.525	34.1	14.816	35.89	0.0	2.0
633	Tera Jadoo Chal Gayaa	760	650	2000-08-18	2000	2000	Flop	2	8.0	5.13	9.415	28.24	18.109	33.235	0.0	2.0
634	Desi Boyz	40	651	2011-11-25	2011	2010	Flop	2	54.0	37.39	45.92	96.12	66.554	81.738	0.0	1.0
635	Nayak	671	653	2001-09-07	2001	2000	Flop	2	21.0	4.81	10.75	71.61	16.402	36.658	0.0	1.0
636	...Aur Pyaar Ho Gaya	2658	654	1997-08-15	1997	1995	Flop	2	6.25	3.26	7.255	27.187	14.181	31.559	0.0	2.0
637	Daraar	2780	655	1996-07-05	1996	1995	Flop	2	4.5	2.29	6.28	21.6	10.992	30.144	1.0	2.0
638	Tumko Na Bhool Paayenge	605	656	2002-02-22	2002	2000	Flop	2	11.0	5.99	10.525	35.75	19.468	34.206	0.0	1.0
639	Mujhse Dosti Karoge!	603	657	2002-08-09	2002	2000	Flop	2	12.0	6.28	12.945	39.0	20.41	42.071	0.0	2.0
640	Khamoshi	2772	658	1996-08-09	1996	1995	Flop	2	6.0	2.925	6.895	28.8	14.04	33.096	0.0	2.0
641	Kartoos	2423	659	1999-05-07	1999	1995	Flop	2	8.75	3.805	7.595	31.062	13.508	26.962	0.0	1.0
642	Gundaraj	2936	660	1995-09-08	1995	1995	Flop	2	4.25	2.865	5.08	22.397	15.099	26.772	0.0	2.0
643	Veergati	2940	661	1995-09-29	1995	1995	Flop	2	3.75	2.62	4.993	19.762	13.807	26.313	1.0	2.0
644	Himmatwala	829	662	2013-03-29	2013	2010	Flop	2	68.0	37.23	42.47	102.68	56.217	64.13	0.0	1.0
645	Rajkumar	2819	663	1996-03-22	1996	1995	Flop	2	6.5	3.125	5.68	31.2	15.0	27.264	0.0	1.0
646	Jab Harry Met Sejal	3577	664	2017-08-04	2017	2015	Flop	2	119.0	57.71	62.005	142.8	69.252	74.406	0.0	1.0
647	Aarakshan	39	665	2011-08-12	2011	2010	Flop	2	53.0	28.48	41.89	94.34	50.694	74.564	0.0	1.0
648	Imtihan	3166	667	1994-03-11	1994	1995	Flop	2	1.9	1.383	3.088	10.963	7.98	17.818	1.0	2.0
649	Agent Vinod	16	668	2012-03-23	2012	2010	Flop	2	60.0	36.08	43.955	100.8	60.614	73.844	0.0	1.0
650	Yaraana	2920	669	1995-10-20	1995	1995	Flop	2	4.75	2.568	5.207999999999999	25.032	13.533	27.446	0.0	2.0
651	Mohenjo Daro	3358	670	2016-08-12	2016	2015	Flop	2	138.0	47.76	53.665	169.74	58.745	66.008	0.0	1.0
652	Humshakals	2269	671	2014-06-20	2014	2010	Flop	2	64.0	48.63	52.735	88.32	67.109	72.774	0.0	1.0
653	Baazi	3005	672	1995-04-14	1995	1995	Flop	2	3.5	2.25	5.09	18.445	11.857	26.824	1.0	2.0
654	Lal Baadshah	2449	673	1999-03-05	1999	1995	Flop	2	11.0	3.66	7.085	39.05	12.993	25.152	0.0	1.0
655	Eena Meena Deeka	3088	674	1994-08-12	1994	1995	Flop	2	2.8	1.848	3.93	16.156	10.663	22.676	1.0	2.0
656	Itihaas	2677	675	1997-06-20	1997	1995	Flop	2	5.0	3.305	6.05	21.75	14.377	26.317	0.0	2.0
657	Student Of The Year 2	5646	676	2019-05-10	2019	2015	Flop	2	65.0	54.03	65.705	71.5	59.433	72.276	0.0	2.0
658	Champion	736	677	2000-12-22	2000	2000	Flop	2	10.0	4.74	8.405	35.3	16.732	29.67	0.0	1.0
659	Vinashak	2598	678	1998-01-30	1998	1995	Flop	2	6.0	3.38	6.31	24.54	13.824	25.808	0.0	2.0
660	Maidan-E-Jung	3004	679	1995-04-14	1995	1995	Flop	2	3.25	1.875	4.218	17.127	9.881	22.229	1.0	2.0
661	Omkara	306	680	2006-07-28	2006	2005	Flop	2	26.0	13.22	23.22	72.02	36.619	64.319	0.0	1.0
662	Andaz Apna Apna	3035	681	1994-11-04	1994	1995	Flop	2	2.9	1.675	5.295	16.733	9.665	30.552	1.0	2.0
663	Betaaj Badshah	3146	682	1994-04-08	1994	1995	Flop	2	2.25	1.483	2.965	12.982	8.557	17.108	1.0	2.0
664	Auzaar	2702	683	1997-02-28	1997	1995	Flop	2	5.25	2.405	5.68	22.838	10.462	24.708	0.0	2.0
665	Maharaja	2529	684	1998-09-04	1998	1995	Flop	2	5.75	2.84	6.35	23.518	11.616	25.972	0.0	2.0
666	Himmat	2837	685	1996-01-05	1996	1995	Flop	2	4.75	2.655	4.8180000000000005	22.8	12.744	23.126	0.0	2.0
667	The Gentleman	3063	687	1994-11-18	1994	1995	Flop	2	3.5	2.445	4.6	20.195	14.108	26.542	1.0	2.0
668	Shastra	2753	688	1996-10-04	1996	1995	Flop	2	3.75	2.645	4.8	18.0	12.696	23.04	1.0	2.0
669	Dhaai Akshar Prem Ke	737	689	2000-09-29	2000	2000	Flop	2	9.0	4.67	8.165	31.77	16.485	28.822	0.0	1.0
670	Lahoo Ke Do Rang	2698	690	1997-03-21	1997	1995	Flop	2	5.5	2.97	5.155	23.925	12.92	22.424	0.0	1.0
671	Sooryavansham	2420	691	1999-05-21	1999	1995	Flop	2	7.0	2.525	6.67	24.85	8.964	23.678	0.0	1.0
672	Aap Mujhe Achche Lagne Lage	609	692	2002-04-19	2002	2000	Flop	2	11.0	5.3	9.585	35.75	17.225	31.151	0.0	1.0
673	Delhi 6	147	693	2009-02-20	2009	2005	Flop	2	48.0	22.2	30.695	108.0	49.95	69.064	0.0	1.0
674	Janta Ki Adalat	3092	694	1994-07-29	1994	1995	Flop	2	2.0	1.565	3.09	11.54	9.03	17.829	1.0	2.0
675	Phantom	2979	695	2015-08-28	2015	2015	Flop	2	72.0	46.04	51.445	93.6	59.852	66.878	0.0	1.0
676	Haan Maine Bhi Pyaar Kiya	613	696	2002-02-15	2002	2000	Flop	2	11.0	4.555	8.93	35.75	14.804	29.022	0.0	1.0
677	Mubarakan	3569	697	2017-07-28	2017	2015	Flop	2	65.0	35.33	54.765	78.0	42.396	65.718	0.0	1.0
678	Mahaanta	2683	698	1997-05-23	1997	1995	Flop	2	4.25	3.03	5.255	18.487	13.18	22.859	0.0	2.0
679	Kareeb	2552	699	1998-07-17	1998	1995	Flop	2	6.5	2.12	6.82	26.585	8.671	27.894	0.0	2.0
680	Zamaana Deewana	2954	700	1995-07-28	1995	1995	Flop	2	4.0	2.54	4.67	21.08	13.386	24.611	0.0	2.0
681	Banarasi Babu	2599	701	1998-01-30	1998	1995	Flop	2	5.75	2.78	5.575	23.518	11.37	22.802	0.0	1.0
682	Aflatoon	2621	702	1997-12-19	1997	1995	Flop	2	4.5	2.7	5.47	19.575	11.745	23.794	0.0	2.0
683	Jagga Jasoos	3562	703	2017-07-14	2017	2015	Flop	2	131.0	43.12	52.615	157.2	51.744	63.138	0.0	1.0
684	Pyaar Koi Khel Nahin	2394	704	1999-07-30	1999	1995	Flop	2	8.5	3.68	6.8	30.175	13.064	24.14	0.0	1.0
685	Aag	3094	705	1994-08-12	1994	1995	Flop	2	1.85	1.608	3.218	10.674	9.278	18.568	1.0	2.0
686	Takkar	2956	706	1995-07-14	1995	1995	Flop	2	3.25	2.14	4.09	17.127	11.278	21.554	1.0	2.0
687	Kyo Kii... Main Jhuth Nahin Bolta	673	707	2001-09-21	2001	2000	Flop	2	8.5	3.55	7.95	28.985	12.106	27.11	0.0	1.0
688	Phata Poster Nikhla Hero	1515	708	2013-09-20	2013	2010	Flop	2	47.0	29.48	38.425	70.97	44.515	58.022	0.0	1.0
689	Mohabbat	2647	709	1997-09-19	1997	1995	Flop	2	4.75	2.42	5.205	20.662	10.527	22.642	0.0	2.0
690	Rascals	42	710	2011-10-06	2011	2010	Flop	2	46.0	27.65	33.343	81.88	49.217	59.351	0.0	1.0
691	Patiala House	41	711	2011-02-11	2011	2010	Flop	2	50.0	24.29	32.81	89.0	43.236	58.402	0.0	1.0
692	Yeh Raaste Hain Pyaar Ke	675	712	2001-08-10	2001	2000	Flop	2	8.5	4.255	7.755	28.985	14.51	26.445	0.0	1.0
693	Aks	674	713	2001-07-13	2001	2000	Flop	2	10.0	5.15	8.0	34.1	17.562	27.28	0.0	1.0
694	Dushmani	2832	714	1996-01-19	1996	1995	Flop	2	5.75	2.24	4.113	27.6	10.752	19.742	0.0	1.0
695	Deewane	340	715	2000-08-11	2000	2000	Flop	2	8.5	3.7	6.95	30.005	13.061	24.534	0.0	1.0
696	Jung	1036	716	2000-05-12	2000	2000	Flop	2	8.25	3.9	6.575	29.122	13.767	23.21	0.0	1.0
697	Karz - The Burden of Truth	607	717	2002-12-06	2002	2000	Flop	2	11.0	5.57	8.695	35.75	18.102	28.259	0.0	1.0
698	Keemat	2578	718	1998-04-10	1998	1995	Flop	2	4.75	2.53	5.18	19.428	10.348	21.186	0.0	2.0
699	Deewane Huye Paagal	402	720	2005-11-25	2005	2005	Flop	2	20.0	10.0	15.17	58.4	29.2	44.296	0.0	1.0
700	Swades	460	721	2004-12-17	2004	2000	Flop	2	22.0	8.28	16.31	66.66	25.088	49.419	0.0	1.0
701	Hum Tum Pe Marte Hain	2370	722	1999-09-24	1999	1995	Flop	2	6.75	2.6	6.235	23.962	9.23	22.134	0.0	1.0
702	Jis Desh Mein Ganga Rehta Hain	742	723	2000-10-13	2000	2000	Flop	2	7.0	3.37	7.03	24.71	11.896	24.816	0.0	2.0
703	Amaanat	3072	725	1994-10-14	1994	1995	Flop	2	2.85	1.88	3.085	16.444	10.848	17.8	0.0	2.0
704	Dushman	2563	726	1998-05-29	1998	1995	Flop	2	4.0	2.055	5.62	16.36	8.405	22.986	1.0	2.0
705	Raavan	88	727	2010-06-18	2010	2010	Flop	2	55.0	24.21	28.978	107.25	47.21	56.507	0.0	1.0
706	Matru Ki Bijlee Ka Mandola	1209	728	2013-01-11	2013	2010	Flop	2	41.0	31.61	38.89	61.91	47.731	58.724	0.0	1.0
707	Dil Hai Tumhaara	606	729	2002-09-06	2002	2000	Flop	2	7.25	4.11	8.685	23.562	13.358	28.226	0.0	2.0
708	Shakthi - The Power	610	730	2002-09-20	2002	2000	Flop	2	10.0	4.62	8.475	32.5	15.015	27.544	0.0	1.0
709	Barood	2544	731	1998-08-07	1998	1995	Flop	2	5.5	2.49	4.85	22.495	10.184	19.836	0.0	1.0
710	Kahin Pyaar Na Ho Jaaye	745	732	2000-11-17	2000	2000	Flop	2	7.75	3.08	6.695	27.357	10.872	23.633	0.0	1.0
711	Hum Hain Bemisaal	3049	733	1994-12-16	1994	1995	Flop	2	2.0	1.75	3.015	11.54	10.098	17.397	1.0	2.0
712	Cash	235	734	2007-08-03	2007	2005	Flop	2	32.0	15.9	18.565	83.2	41.34	48.269	0.0	1.0
713	Ekka Raja Rani	3106	735	1994-06-24	1994	1995	Flop	2	2.35	1.29	2.47	13.56	7.443	14.252	0.0	2.0
714	London Dreams	149	736	2009-10-30	2009	2005	Flop	2	63.0	22.02	25.693	141.75	49.545	57.809	0.0	1.0
715	Teesra Kaun?	3047	737	1994-12-23	1994	1995	Flop	2	2.2	1.55	3.145	12.694	8.944	18.147	1.0	2.0
716	Pardesi Babu	2510	738	1998-11-13	1998	1995	Flop	2	5.5	2.815	5.265	22.495	11.513	21.534	0.0	1.0
717	Sunday	183	740	2008-01-25	2008	2005	Flop	2	22.0	12.03	20.3	54.12	29.594	49.938	0.0	1.0
718	Mr. Azaad	3046	741	1994-12-23	1994	1995	Flop	2	2.5	1.618	3.225	14.425	9.336	18.608	1.0	2.0
719	Fool N Final	345	742	2007-06-01	2007	2005	Flop	2	26.0	12.47	17.823	67.6	32.422	46.34	0.0	1.0
720	No Problem	74	743	2010-12-10	2010	2010	Flop	2	40.0	20.98	28.475	78.0	40.911	55.526	0.0	1.0
721	Prem	2995	744	1995-05-05	1995	1995	Flop	2	5.0	1.6230000000000002	3.878	26.35	8.553	20.437	0.0	1.0
722	Kismat Konnection	194	745	2008-07-18	2008	2005	Flop	2	27.0	16.81	22.765	66.42	41.353	56.002	0.0	1.0
723	Prithvi	2654	746	1997-08-29	1997	1995	Flop	2	5.0	2.415	4.36	21.75	10.505	18.966	0.0	1.0
724	Tevar	2505	747	2015-01-09	2015	2015	Flop	2	54.0	31.91	35.55	70.2	41.483	46.215	0.0	1.0
725	Wajood	2495	748	1998-12-11	1998	1995	Flop	2	6.0	2.505	5.2379999999999995	24.54	10.245	21.423	0.0	1.0
726	The Don	2997	749	1995-04-28	1995	1995	Flop	2	2.0	1.685	3.053	10.54	8.88	16.089	1.0	2.0
727	Mausam	43	750	2011-09-23	2011	2010	Flop	2	49.0	28.02	31.563000000000002	87.22	49.876	56.182	0.0	1.0
728	Aarzoo	2445	751	1999-03-19	1999	1995	Flop	2	8.0	2.94	5.595	28.4	10.437	19.862	0.0	1.0
729	Baabul	279	752	2006-12-08	2006	2005	Flop	2	26.0	10.81	17.315	72.02	29.944	47.963	0.0	1.0
730	Taqdeerwala	2992	753	1995-05-12	1995	1995	Flop	2	2.75	1.5330000000000001	3.4330000000000003	14.492	8.079	18.092	0.0	2.0
731	Eklavya - The Royal Guard	346	754	2007-02-16	2007	2005	Flop	2	30.0	13.97	18.875	78.0	36.322	49.075	0.0	1.0
732	Dum Maaro Dum	51	755	2011-04-22	2011	2010	Flop	2	31.0	22.89	31.843000000000004	55.18	40.744	56.681	0.0	2.0
733	Khauff	747	756	2000-03-02	2000	2000	Flop	2	7.5	3.49	5.71	26.475	12.32	20.156	0.0	1.0
734	U Me Aur Hum	332	757	2008-04-11	2008	2005	Flop	2	25.0	12.08	20.98	61.5	29.717	51.611	0.0	1.0
735	Khushi	526	758	2003-02-07	2003	2000	Flop	2	9.0	3.76	9.03	28.35	11.844	28.444	0.0	2.0
736	Action Replayy	79	759	2010-11-05	2010	2010	Flop	2	51.0	22.51	28.125	99.45	43.894	54.844	0.0	1.0
737	Talaash - The Hunt Begins...	527	760	2003-01-03	2003	2000	Flop	2	9.75	4.39	7.86	30.712	13.828	24.759	0.0	1.0
738	Dil Toh Baccha Hai Ji	46	761	2011-01-28	2011	2010	Flop	2	29.0	20.91	28.213	51.62	37.22	50.219	0.0	1.0
739	Kartavya	2931	762	1995-09-29	1995	1995	Flop	2	3.5	2.09	3.35	18.445	11.014	17.654	0.0	1.0
740	Yamla Pagla Deewana 2	1281	763	2013-06-07	2013	2010	Flop	2	46.0	27.28	30.77	69.46	41.193	46.463	0.0	1.0
741	Bullet Raja	1865	764	2013-11-29	2013	2010	Flop	2	52.0	30.33	32.75	78.52	45.798	49.452	0.0	1.0
742	Billu	151	765	2009-02-13	2009	2005	Flop	2	27.0	17.53	22.915	60.75	39.442	51.559	0.0	1.0
743	Humko Deewana Kar Gaye	363	766	2006-04-14	2006	2005	Flop	2	17.0	8.44	14.125	47.09	23.379	39.126	0.0	1.0
744	Chhote Sarkar	2736	767	1996-11-22	1996	1995	Flop	2	4.0	2.155	3.925	19.2	10.344	18.84	0.0	1.0
745	Kidnap	325	768	2008-10-02	2008	2005	Flop	2	31.0	15.84	20.495	76.26	38.966	50.418	0.0	1.0
746	Chor Machaaye Shor	608	769	2002-08-30	2002	2000	Flop	2	8.5	4.78	7.655	27.625	15.535	24.879	0.0	1.0
747	Shaandaar	3099	770	2015-10-22	2015	2015	Flop	2	69.0	35.95	39.483000000000004	89.7	46.735	51.328	0.0	1.0
748	Ahankaar	2941	771	1995-08-25	1995	1995	Flop	2	2.25	1.87	3.135	11.857	9.855	16.521	1.0	2.0
749	Thoda Pyaar Thoda Magic	205	773	2008-06-27	2008	2005	Flop	2	23.0	16.85	21.67	56.58	41.451	53.308	0.0	1.0
750	Janasheen	520	774	2003-11-26	2003	2000	Flop	2	10.0	6.19	9.79	31.5	19.498	30.838	0.0	1.0
751	Force 2	3429	775	2016-11-18	2016	2015	Flop	2	41.0	25.92	31.925	50.43	31.882	39.268	0.0	1.0
752	Musafir	462	776	2004-12-10	2004	2000	Flop	2	13.0	7.76	11.815	39.39	23.513	35.799	0.0	1.0
753	English Babu Desi Mem	2829	777	1996-01-26	1996	1995	Flop	2	3.5	1.645	3.78	16.8	7.896	18.144	0.0	2.0
754	Hamari Adhuri Kahani	2881	778	2015-06-12	2015	2015	Flop	2	40.0	26.95	32.99	52.0	35.035	42.887	0.0	1.0
755	Krodh	307	779	2000-03-17	2000	2000	Flop	2	4.25	3.2	5.15	15.002	11.296	18.18	0.0	2.0
756	Kranti Kshetra	3085	780	1994-08-26	1994	1995	Flop	2	1.65	1.2429999999999999	2.363	9.52	7.172	13.635	1.0	2.0
757	Kranti	632	781	2002-03-08	2002	2000	Flop	2	9.0	3.775	6.19	29.25	12.269	20.118	0.0	1.0
758	Kyon Ki	405	782	2005-11-03	2005	2005	Flop	2	21.0	8.075	12.705	61.32	23.579	37.099	0.0	1.0
759	Dil Tera Diwana	2771	783	1996-08-09	1996	1995	Flop	2	3.0	1.835	3.58	14.4	8.808	17.184	0.0	2.0
760	Hero	2998	784	2015-09-11	2015	2015	Flop	2	36.0	29.3	31.323	46.8	38.09	40.72	0.0	1.0
761	Force	54	785	2011-09-30	2011	2010	Flop	2	28.0	20.99	25.713	49.84	37.362	45.769	0.0	1.0
762	Kurbaan	158	786	2009-11-20	2009	2005	Flop	2	50.0	19.75	23.345	112.5	44.438	52.526	0.0	1.0
763	Himalay Putra	2696	787	1997-04-04	1997	1995	Flop	2	4.25	2.14	3.96	18.487	9.309	17.226	0.0	1.0
764	Bhishma	2774	788	1996-07-26	1996	1995	Flop	2	2.5	1.635	3.0780000000000003	12.0	7.848	14.774	0.0	2.0
765	Shaadi Ke Side Effects	2195	789	2014-02-28	2014	2010	Flop	2	43.0	30.8	38.31	59.34	42.504	52.868	0.0	1.0
766	Luck	153	790	2009-07-24	2009	2005	Flop	2	37.0	16.49	21.033	83.25	37.102	47.324	0.0	1.0
767	Qila	2579	791	1998-04-10	1998	1995	Flop	2	5.0	1.69	2.79	20.45	6.912	11.411	0.0	1.0
768	Insaaf - The Final Justice	2680	792	1997-05-30	1997	1995	Flop	2	3.5	1.91	3.713	15.225	8.308	16.152	0.0	2.0
769	Tarkieb	761	793	2000-06-23	2000	2000	Flop	2	5.0	2.805	5.285	17.65	9.902	18.656	0.0	2.0
770	Laaga Chunari Mein Daag	344	794	2007-10-12	2007	2005	Flop	2	20.0	11.17	17.505	52.0	29.042	45.513	0.0	1.0
771	Vijeta	2828	795	1996-01-26	1996	1995	Flop	2	2.5	1.345	3.09	12.0	6.456	14.832	0.0	2.0
772	Jai Gangaajal	3237	796	2016-03-04	2016	2015	Flop	2	33.0	24.54	32.565	40.59	30.184	40.055	0.0	1.0
773	Achanak	2560	797	1998-06-12	1998	1995	Flop	2	4.25	2.2	4.065	17.382	8.998	16.626	0.0	1.0
774	Dil Bole Hadippa	155	798	2009-09-18	2009	2005	Flop	2	28.0	17.59	23.345	63.0	39.578	52.526	0.0	1.0
775	Ramaiya Vastavaiya	1307	799	2013-07-19	2013	2010	Flop	2	38.0	19.58	26.85	57.38	29.566	40.544	0.0	1.0
776	Shool	2349	800	1999-11-05	1999	1995	Flop	2	5.0	2.43	5.03	17.75	8.626	17.856	0.0	2.0
777	Rajaji	2419	801	1999-05-21	1999	1995	Flop	2	4.5	2.315	4.353	15.975	8.218	15.453	0.0	1.0
778	Roy	2640	802	2015-02-13	2015	2015	Flop	2	50.0	33.73	35.87	65.0	43.849	46.631	0.0	1.0
779	Zakhmi Sipahi	2978	803	1995-05-26	1995	1995	Flop	2	1.75	1.3230000000000002	2.498	9.222	6.972	13.164	1.0	2.0
780	Aaghaaz	726	804	2000-10-06	2000	2000	Flop	2	6.5	2.96	5.215	22.945	10.449	18.409	0.0	1.0
781	October	3747	805	2018-04-20	2018	2015	Flop	2	33.0	25.37	37.11	37.95	29.176	42.676	0.0	2.0
