	indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio	footfalls	screens	runtime	release_week	holiday_release	multiple_releases	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story	production_banner_exp	production_banner_hits	actors_exp	actors_hits	directors_exp	directors_hits	producers_exp	producers_hits	music_exp	music_hits	lyrics_exp	lyrics_hits	screenplay_exp	screenplay_hits	dialogue_exp	dialogue_hits	story_exp	story_hits	directors_awards	actors_awards	music_awards	lyrics_awards	screenplay_awards	dialogue_awards	story_awards
1373	1373	Kitne Door... Kitne Paas	624	1428	2002-03-29	2002	2000	Disaster	1	5.0	1.255	1.733	16.25	4.079	5.632000000000001	0	1	1022000	125	127	12	1	2	Love Story	0	M.K. Pictures	Fardeen Khan|Amrita Arora|Satish Shah|Tiku Talsania	Mehul Kumar	Mehul Kumar	Sanjeev-Darshan	Abbas Katka|Anand Bakshi|Anwar Sagar	Mehul Kumar	none	none	0.0	0.0	6.0	0.0	3.0	0.0	1.0	0.0	7.0	1.0	48.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1374	1374	I Proud To Be An Indian	474	1430	2004-02-13	2004	2000	Disaster	1	5.25	1.87	2.395	15.907	5.666	7.257000000000001	0	1	1017000	200	127	6	0	1	Action	0	Sohail Khan Productions	Sohail Khan|Hina Rehman|Imran Ali Khan|Tim Lawrence	Puneet Sira	Sohail Khan	K.C. Loy|Daboo Malik	Harcharan Dhillon|Kanwar Juneja|Jay Verma	none	none	none	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1375	1375	Dil Vil Pyar Vyar	634	1431	2002-10-18	2002	2000	Disaster	1	4.5	1.58	2.365	14.625	5.135	7.686	0	1	1013000	140	154	41	1	1	Love Story	0	Insight Productions|Metalight Productions Pvt. Ltd.	R. Madhavan|Jimmy Shergill|Sanjay Suri|Namrata Shirodkar	Anant Mahadevan	none	Babloo Chakravorty|R.D. Burman	none	Vivek Vaswani	Sujit Sen	Sanjeev Puri	0.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1376	1376	Jeeo Shaan Se	2699	1432	1997-03-14	1997	1995	Disaster	1	1.5	0.593	0.85	6.525	2.58	3.698	0	1	1009000	90	133	10	0	0	Drama	0	Prathima Films	Dharmendra|Jay Mehta|Ayub Khan|Vikas Bhalla	Talat Jani	Vijay Mehta	Shyam-Surendra	Satish Tiwari	Rumi Jaffery	Shahnawaz Ahmed	Talat Jani	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1377	1377	Rakhwale	3075	1433	1994-09-09	1994	1995	Disaster	1	0.65	0.303	0.535	3.75	1.7480000000000002	3.0869999999999997	0	1	1004000	40	128	36	1	1	Drama	0	D.G. Films	Aatish Devgan|Harsha Mehra|Yogeeta Singh|Mukesh Khanna	Sudarshan Lal	Kishan Meharchandani	Sonik-Omi	Kulwant Jani|Hasrat Jaipuri	Sudarshan Lal	Aadesh K. Arjun	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1378	1378	Fanney Khan	3806	1434	2018-08-03	2018	2015	Disaster	1	39.0	9.45	10.308	44.85	10.867	11.854000000000001	0	1	813000	1350	129	30	0	2	Drama	0	Anil Kapoor Films Company|Rakesh Omprakash Mehra Pictures|T-Series	Anil Kapoor|Aishwarya Rai|Rajkummar Rao|Pihu Sand	Atul Manjekar	Anil Kapoor|P.S. Bharathi|Rajiv Tandon|Krishan Kumar|Rakesh Omprakash Mehra|Bhushan Kumar	none	none	none	none	none	32.0	5.0	21.0	2.0	0.0	0.0	50.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1379	1379	Madhoshi	489	1435	2004-09-24	2004	2000	Disaster	1	6.5	2.195	3.07	19.695	6.651	9.302	0	1	1000000	210	114	38	0	2	Drama	0	Shweta International	Bipasha Basu|John Abraham|Priyanshu Chatterjee|Shweta Tiwari	Tanveer Khan	Anil Sharma	Roop Kumar Rathod	Shakeel Azmi	Tanveer Khan	Tanveer Khan	Tanveer Khan	1.0	0.0	12.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1380	1380	Supari	566	1436	2003-06-20	2003	2000	Disaster	1	4.25	1.845	2.655	13.388	5.812	8.363	0	1	997000	160	142	24	0	2	Drama	0	Aum Creations Unlimited	Uday Chopra|Rahul Dev|Purab Kohli|Akashdeep Saigal	Padam Kumar	Padam Kumar	Vishal-Shekhar	Javed Akhtar|Vishal Daldani|Makarand Deshpande	Padam Kumar	none	none	0.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	30.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1381	1381	Mafia Raaj	2493	1437	1998-12-11	1998	1995	Disaster	1	2.25	0.655	1.02	9.202	2.679	4.172	0	1	993000	85	141	49	0	2	Action	0	ABC Movies	Mithun Chakraborty|Ayesha Jhulka|Kiran Kumar|Shakti Kapoor	Yash Chauhan	Ashok Ratan	Dilip Sen-Sameer Sen	Jeetu Jazbati|Zaheer Anwar|Nawab Arzoo|Maya Govind	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1382	1382	Welcome 2 Karachi	2876	1438	2015-05-29	2015	2015	Disaster	1	29.0	8.32	9.015	37.7	10.815999999999999	11.72	0	1	992000	1350	131	21	0	1	Comedy	0	Puja Entertainment Ltd.	Arshad Warsi|Jacky Bhagnani|Lauren Gottlieb|Dalip Tahil	Ashish R. Mohan	Vashu Bhagnani	Rochak Kohli|Jeet Ganguly|RDB|Amjad-Nadeem	Ravi Singhal	none	none	none	6.0	0.0	16.0	2.0	1.0	0.0	6.0	0.0	25.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1383	1383	Knock Out	108	1439	2010-10-15	2010	2010	Disaster	1	30.0	5.86	6.247999999999999	58.5	11.427	12.184000000000001	0	1	991000	800	117	41	1	2	Thriller	0	Aap Entertainment Ltd.|Sohail Maklai Entertainment Pvt. Ltd.	Sanjay Dutt|Irrfan Khan|Kangana Ranaut|Gulshan Grover	Mani Shankar	Sohail Maklai	Gourov Dasgupta	Vishal Daldani|Panchhi Jalonvi|Shellee	Mani Shankar	none	none	1.0	0.0	55.0	2.0	2.0	0.0	2.0	0.0	4.0	0.0	22.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1384	1384	Asambhav	444	1440	2004-07-23	2004	2000	Disaster	1	13.0	2.465	3.125	39.39	7.468999999999999	9.469	0	1	988000	260	139	29	0	1	Action	0	Trimurti Films Pvt. Ltd.	Naseeruddin Shah|Arjun Rampal|Priyanka Chopra|Mohan Agashe	Rajiv Rai	Gulshan Rai	Viju Shah	Sameer	Rajiv Rai|Naeem Sha	Naeem Sha	none	1.0	0.0	18.0	2.0	1.0	0.0	1.0	0.0	11.0	0.0	116.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1385	1385	Aashique Mastane	2752	1441	1996-10-04	1996	1995	Disaster	1	1.25	0.515	0.88	6.0	2.472	4.224	0	1	987000	80	146	39	1	1	Comedy	0	BMB Productions	Harish|Abhishek Kapoor|Monica Bedi|Ayesha Jhulka	Ajay Kashyap	M.C. Bokadia	Dilip Sen-Sameer Sen	Rani Malik|Nawab Arzoo|Deepak Chaudhary	none	Anwar Khan	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1386	1386	Fauji	2910	1442	1995-11-24	1995	1995	Disaster	1	1.25	0.345	0.67	6.587000000000001	1.818	3.531	0	1	986000	60	125	47	0	0	Action	1	Gagan Films Combines	Dharmendra|Raj Babbar|Farha|Sonu Walia	Lawrence D'Souza	Gagan Chadha	Vishal Bhardwaj	Vishal Bhardwaj|Ibrahim Ashik	Talat Rekhi	Talat Rekhi	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1387	1387	Kamaal Dhamaal Malamaal	1143	1443	2012-09-28	2012	2010	Disaster	1	32.0	6.36	6.582999999999999	53.76	10.685	11.059000000000001	0	1	982000	950	148	39	0	1	Comedy	0	Percept Picture Company	Nana Patekar|Paresh Rawal|Shreyas Talpade|Madhhurima	Priyadarshan	Shailendra Singh	Sajid Wajid	Jalees Sherwani	Benny Nayarambalam	Neeraj Vora	Neeraj Vora	12.0	0.0	37.0	4.0	8.0	1.0	3.0	0.0	18.0	4.0	10.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1388	1388	Phool Aur Aag	2422	1444	1999-05-14	1999	1995	Disaster	1	2.0	0.61	0.975	7.1	2.165	3.4610000000000003	0	1	976000	95	125	19	0	0	Action	0	P.K. Arts Creation Films Ltd.	Mithun Chakraborty|Jackie Shroff|Archana|Aruna Irani	T.L.V. Prasad	Alok Shrivastava	Aditya-Sunny-Shaheen	Shyam Anuragi|Madan Pal|Rani Malik|Nitin Raikwar	none	none	none	0.0	0.0	80.0	7.0	15.0	0.0	0.0	0.0	0.0	0.0	56.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1389	1389	Aa Dekhen Zara	162	1445	2009-03-27	2009	2005	Disaster	1	17.0	4.23	6.16	38.25	9.517999999999999	13.86	0	1	965000	450	117	12	0	2	Thriller	0	Eros International	Neil Nitin Mukesh|Bipasha Basu|Rahul Dev|Sophia Choudhary	Jehangir Surti	Viki Rajani	Pritam|Gourov Dasgupta	Syed Gulrez|Irshad Kamil|Sheershak Anand	none	none	none	30.0	3.0	25.0	3.0	0.0	0.0	0.0	0.0	40.0	10.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1390	1390	Aladin	170	1446	2009-10-30	2009	2005	Disaster	1	42.0	5.56	5.912999999999999	94.5	12.51	13.304	0	1	961000	600	132	43	0	1	Sci Fi / Fantasy	0	Boundscript Motion Pictures Pvt. Ltd.|Eros International	Amitabh Bachchan|Sanjay Dutt|Riteish Deshmukh|Jacqueline Fernandez	Sujoy Ghosh	Sunil Lulla|Sujoy Ghosh	Vishal-Shekhar	Vishal Daldani|Anvita Dutt	Ritesh Shah	none	none	30.0	3.0	64.0	6.0	1.0	0.0	4.0	0.0	27.0	3.0	19.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1391	1391	India's Most Wanted	5665	1447	2019-05-24	2019	2015	Disaster	1	40.0	9.27	10.62	44.0	10.197000000000001	11.682	0	1	818000	1400	125	20	0	1	Drama	0	Fox Star Studio India Pvt. Ltd.|Raapchik Films	Arjun Kapoor|Rajesh Sharma|Sudev Nair|Pravin Singh	Raj Kumar Gupta	Raj Kumar Gupta|Myra Karn	Amit Trivedi	Amitabh Bhattacharya	Raj Kumar Gupta	Raj Kumar Gupta	none	29.0	9.0	11.0	1.0	1.0	1.0	0.0	0.0	15.0	2.0	26.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1392	1392	The Killer	375	1448	2006-07-21	2006	2005	Disaster	1	7.25	3.88	4.645	20.082	10.748	12.867	0	1	952000	250	120	29	0	1	Thriller	0	Vishesh Films Pvt. Ltd.	Emraan Hashmi|Irrfan Khan|Nisha Kothari|Zakir Hussain	Raksha Mistry|Hasnain Hyderabadwala	Mukesh Bhatt	Sajid Wajid	Jalees Sherwani	none	Mahendra Jakhar	Sanjay Masoom	11.0	2.0	13.0	1.0	0.0	0.0	12.0	2.0	12.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1393	1393	Sangdil Sanam	3051	1450	1994-12-16	1994	1995	Disaster	1	1.4	0.47	0.733	8.078	2.7119999999999997	4.229	0	1	948000	70	151	50	0	2	Love Story	0	Kajol Magnum	Salman Khan|Manisha Koirala|Kiran Kumar|Raza Murad	Shomu Mukherjee	Shomu Mukherjee	Anand-Milind	Sameer	Tanveer Khan	Anwar Khan	Shomu Mukherjee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1394	1394	Made In China	5730	1451	2019-10-25	2019	2015	Disaster	1	30.0	9.48	10.373	33.0	10.427999999999999	11.41	0	1	701000	1350	130	42	0	2	Drama	0	Jio Studios|Maddock Films	Rajkummar Rao|Mouni Roy|Boman Irani|Sumeet Vyas	Mikhil Musale	Dinesh Vijan	Sachin-Jigar	Sachin Sanghvi|Priya Saraiya|Niren Bhatt|Vayu	none	none	none	5.0	2.0	25.0	3.0	0.0	0.0	7.0	3.0	18.0	5.0	18.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1395	1395	Bhoomi	3607	1452	2017-09-22	2017	2015	Disaster	1	31.0	9.0	9.425	37.2	10.8	11.31	0	1	947000	2000	134	38	1	2	Drama	0	Legend Studios|T-Series	Sanjay Dutt|Aditi Rao Hydari|Sharad Kelkar|Puru Chibber	Omung Kumar	Sandeep Singh|Bhushan Kumar|Krishan Kumar	Sachin-Jigar	Priya Saraiya|Vayu	none	none	none	22.0	3.0	15.0	3.0	2.0	1.0	30.0	4.0	20.0	6.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1396	1396	Money Hai Toh Honey Hai	328	1453	2008-07-25	2008	2005	Disaster	1	18.0	3.32	3.875	44.28	8.167	9.532	0	1	943000	525	142	29	0	1	Comedy	0	Big Screen Entertainer|Eros International	Govinda|Manoj Bajpai|Aftab Shivdasani|Upen Patel	Ganesh Acharya	Kumar Mangat	Sony Chandy|Nitin Arora	Sameer	Muazzam Beg	Muazzam Beg	none	17.0	3.0	30.0	4.0	1.0	0.0	2.0	0.0	2.0	0.0	141.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1397	1397	Hote Hote Pyaar Ho Gaya	2391	1454	1999-07-02	1999	1995	Disaster	1	2.5	0.79	1.24	8.875	2.804	4.402	0	1	940000	100	131	26	0	1	Love Story	0	Inega International	Jackie Shroff|Kajol|Ayesha Jhulka|Atul Agnihotri	Firoze Irani	Ashutosh Bajpai|Saumil Patel|Pradeep Jain	Pradeep Udhas|Anand Raj Anand|Ejaz Hussain	none	none	none	none	0.0	0.0	61.0	14.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
1398	1398	EMI	213	1455	2008-11-07	2008	2005	Disaster	1	17.0	4.71	5.0280000000000005	41.82	11.587	12.369000000000002	0	1	937000	550	134	44	0	1	Comedy	0	Balaji Motion Pictures|Popcorn Motion Pictures Pvt. Ltd.	Sanjay Dutt|Urmila Matondkar|Arjun Rampal|Aashish Chaudhary	Saurabh Kadra	Ekta Kapoor|Shobha Kapoor|Suneil Shetty|Shabbir Boxwala	Chirantan Bhatt	Amar Valentine	none	none	none	8.0	2.0	48.0	5.0	0.0	0.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1399	1399	Salma Pe Dil Aagaya	2701	1457	1997-03-07	1997	1995	Disaster	1	1.5	0.575	0.878	6.525	2.501	3.819	0	1	936000	75	153	9	0	1	Love Story	0	Saawan Kumar Productions	Ayub Khan|Saadhika|Milind Gunaji|Kiran Kumar	Saawan Kumar Tak	Saawan Kumar Tak	Aadesh Shrivastava	Dev Kohli|Ravindra Jain|Shyam Raj|Saawan Kumar Tak	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1400	1400	Firangi	3671	1457	2017-12-01	2017	2015	Disaster	1	40.0	9.01	9.37	48.0	10.812000000000001	11.244000000000002	0	1	936000	1550	158	48	0	1	Drama	0	K9 Films Pvt. Ltd.	Kapil Sharma|Ishita Dutta|Monica Gill|Kumud Mishra	Rajeev Dhingra	Kapil Sharma	Jatinder Shah	Ashraf Ali|Devendra Kafir|Krishna Bhardwaj	Rajeev Dhingra	none	none	0.0	0.0	5.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1401	1401	Abhay	1261	1458	2001-11-16	2001	2000	Disaster	1	3.625	1.28	2.015	12.360999999999999	4.365	6.871	0	1	933000	80	141	45	1	3	Thriller	0	V. Creations	Kamal Hassan|Raveena Tandon|Milind Gunaji|Kitu Gidwani	Suresh Krishna	Kalaippuli S. Thanu	Shankar-Ehsaan-Loy	Javed Akhtar	Kamal Hassan	Kamal Hassan	Amitabh Shrivastava	0.0	0.0	33.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	29.0	5.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
1402	1402	Kaala Samrajya	2446	1459	1999-03-12	1999	1995	Disaster	1	3.0	0.65	1.025	10.65	2.3080000000000003	3.639	0	1	924000	90	119	10	0	1	Action	0	Karishma International	Suneil Shetty|Monica Bedi|Amrish Puri|Tej Sapru	Deepak Bahry	Bubby Kent	Anand-Milind	Sameer	Meeraq Mirza|Sisir Mishra	Meeraq Mirza	none	0.0	0.0	52.0	10.0	1.0	0.0	0.0	0.0	73.0	8.0	113.0	22.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1403	1403	Kuch Tum Kaho Kuch Hum Kahein	1253	1460	2002-06-28	2002	2000	Disaster	1	4.75	1.04	1.645	15.437999999999999	3.38	5.346	0	1	923000	120	171	25	0	1	Drama	0	Suresh Productions Pvt. Ltd.	Fardeen Khan|Richa Pallod|Sharad S. Kapoor|Vikram Gokhale	K. Ravi Shankar	D. Rama Naidu	Anu Malik	Sameer	Uday Shankar|Deenraj	Paruchuri Brothers	none	2.0	1.0	15.0	0.0	1.0	0.0	2.0	1.0	53.0	10.0	104.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1404	1404	Banjo	3385	1461	2016-09-23	2016	2015	Disaster	1	30.0	7.81	8.025	36.9	9.606	9.871	0	1	923000	1350	137	38	0	3	Drama	0	Eros International	Riteish Deshmukh|Nargis Fakhri|Dharmesh Yelande|Ram Menon	Ravi Jadhav	Krishika Lulla	Vishal-Shekhar	Amitabh Bhattacharya	Nikhil Mehrotra|Ravi Jadhav|Kapil Sawant	none	none	47.0	12.0	12.0	3.0	0.0	0.0	6.0	2.0	13.0	5.0	37.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1405	1405	Rock Dancer	2914	1462	1995-11-03	1995	1995	Disaster	1	1.5	0.56	0.75	7.905	2.951	3.952	0	1	906000	80	144	44	0	1	Drama	0	S.B. Films Production	Kamal Sadanah|Ritu Shivpuri|Ronit Roy|Javed Jaffrey	V. Menon	Shubir Mukherjee	Bappi Lahiri	Maya Govind|Nawab Arzoo|Deepak Sneh|Indeevar	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1406	1406	Ajab Gazabb Love	1164	1463	2012-10-26	2012	2010	Disaster	1	29.0	6.75	6.962999999999999	48.72	11.34	11.698	0	1	903000	850	126	43	2	3	Comedy	0	Puja Entertainment Ltd.	Jacky Bhagnani|Nidhi Subbaiah|Arjun Rampal|Kirron Kher	Sanjay Gadhvi	Vashu Bhagnani	Sajid Wajid	Priya Panchal|Kausar Munir	none	Mayur Puri	Mayur Puri	4.0	0.0	15.0	4.0	1.0	0.0	4.0	0.0	18.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1407	1407	Kaali Topi Laal Rumaal	2137	1464	2000-09-15	2000	2000	Disaster	1	1.25	0.59	1.015	4.412	2.083	3.583	0	1	900000	70	131	37	0	1	Action	0	Tridev Film Associates	Mithun Chakraborty|Kamal Sadanah|Rituparna Sengupta|Zeenat Ibrahim	Vijay Reddy	Lal Purswani	Dilip Sen-Sameer Sen	Rani Malik|Maya Govind|Nawab Arzoo	Anwar Khan	none	none	0.0	0.0	60.0	1.0	0.0	0.0	0.0	0.0	35.0	1.0	84.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1408	1408	Hisss	127	1465	2010-10-22	2010	2010	Disaster	1	28.0	4.34	5.3229999999999995	54.6	8.463	10.38	0	1	891000	650	94	42	1	3	Thriller	0	Split Image Pictures|United Seven Entertainment Ltd.	Mallika Sherawat|Irrfan Khan|Divya Dutta|Jeff Douchette	Jennifer Chambers Lynch	Vikram Singh|Govind Menon|William Sees Keenan	Salim-Sulaiman|Anu Malik	Sameer	none	none	none	0.0	0.0	30.0	1.0	0.0	0.0	0.0	0.0	51.0	4.0	104.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1409	1409	Durga	1982	1466	2002-03-29	2002	2000	Disaster	1	3.0	1.005	1.528	9.75	3.266	4.966	0	1	882000	105	147	12	1	2	Action	0	24 Frames Film	J.D. Chakravarthi|Priyanka Upendra|Sayaji Shinde|Snehal Dabi	J.D. Chakravarthi	J.D. Chakravarthi	Vidyasagar	none	none	none	none	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1410	1410	Ab Tak Chhappan 2	2717	1467	2015-02-27	2015	2015	Disaster	1	18.0	6.51	6.9	23.4	8.463	8.97	0	1	879000	1450	106	8	0	1	Drama	2	Alumbra Entertainment|Wave Cinemas	Nana Patekar|Gul Panag|Vikram Gokhale|Ashutosh Rana	Aejaz Gulab	Raju Chadha|Gopal Dalvi	Sandeep Chowta	none	Nilesh Girkar	Nilesh Girkar	Nilesh Girkar	7.0	0.0	16.0	2.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1411	1411	Sheesha	1746	1468	2005-02-11	2005	2005	Disaster	1	4.5	2.02	2.775	13.14	5.898	8.103	0	1	872000	200	137	6	0	2	Thriller	0	Rama Entertainment Pvt. Ltd.	Neha Dhupia|Sonu Sood|Vivek Shauq	Ashu Trikha	Sunil Saini|Deepak Sharma|Guddu Dhanoa	Dilip Sen-Sameer Sen	Nida Fazli|Maya Govind	none	none	none	0.0	0.0	4.0	0.0	1.0	0.0	3.0	0.0	7.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1412	1412	Main Aisa Hi Hoon	427	1469	2005-05-06	2005	2005	Disaster	1	7.5	2.18	2.865	21.9	6.3660000000000005	8.366	0	1	871000	250	161	18	0	1	Drama	0	Baweja Movies Pvt. Ltd.	Ajay Devgn|Sushmita Sen|Esha Deol|Anupam Kher	Harry Baweja	Pammi Baweja	Himesh Reshammiya	Sameer	Harry Baweja	Bhavani Iyer	Anurag Kashyap	2.0	0.0	46.0	6.0	4.0	0.0	4.0	0.0	23.0	2.0	126.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1413	1413	Mere Jeevan Saathi	382	1470	2006-02-03	2006	2005	Disaster	1	11.0	1.69	2.42	30.47	4.681	6.702999999999999	0	1	869000	250	139	5	0	1	Love Story	0	Kareena Sana Combines	Akshay Kumar|Karisma Kapoor|Ameesha Patel|Gulshan Grover	Suneel Darshan	Suraj Prakash	Nadeem-Shravan	Sameer	Suneel Darshan	Robin Bhatt	K.K. Singh	0.0	0.0	54.0	5.0	4.0	0.0	0.0	0.0	25.0	2.0	133.0	12.0	4.0	0.0	14.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1414	1414	Zid	3186	1471	1994-01-07	1994	1995	Disaster	1	0.75	0.263	0.425	4.328	1.518	2.452	0	1	858000	40	152	1	0	1	Drama	0	Prathima Films	Jay Mehta|Raageshwari|Mala Sinha|Rajeev Verma	Esmayeel Shroff	Pranlal Mehta	O.P. Nayyar	Qamar Jalalabadi|Noor Dewasi	Moin-ud-din	Moin-ud-din	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1415	1415	Laqshya	3172	1472	1994-02-18	1994	1995	Disaster	1	0.75	0.258	0.419	4.328	1.489	2.418	0	1	858000	50	143	7	0	2	Action	0	Aradhna	Ronit Roy|Priyanka Upendra|Tinnu Anand|Paresh Rawal	Bhagvant Thakur	Asha Kumar	Jatin-Lalit	Madan Pal|Rani Malik|Majrooh Sultanpuri|Anwar Sagar	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
